# June 27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog							Kompletní seznam změn
status_effect_calamitycold              Frigidní

object_BareTree                         Strom (holý)
buildtoolbar_popup_obj_BareTree         Tento strom by byl dobrým doplňkem každé zasněžené krajiny.

reform_program_intake_ColdControl       Pro údržbáře, zahradníky a dělníky

reform_program_requirements_general     - Každý účastník potřebuje *X
reform_program_requirements_general_alt - Každý účastník vyžaduje *X nebo *Y.

weathermap_temperature_range_c          V rozmezí od *X°C do *Y°C
weathermap_temperature_range_f          V rozsahu od *X°F do *Y°F

# ====================================
# ====================================
# ----------------------------------- POLLY BATCH 2 -----------------
# ====================================
# ====================================

# Missing orderly deployment strings
interfacetopbar_tooltip_orderlies            Existuje *X zřízenců
interfacetopbar_tooltip_orderly              Kolik sanitářů máte ve věznici k dispozici pro práci.

object_DoubleStaffDoorBlue                   Dvojité dveře pro zaměstnance (modré)
buildtoolbar_popup_obj_DoubleStaffDoorBlue   Dvojité dveře použitelné personálem.

object_DoubleStaffDoorOrange                 Dvojité dveře pro personál (oranžové)
buildtoolbar_popup_obj_DoubleStaffDoorOrange Dvojité dveře použitelné personálem.

d11_staffalert_summary_CalamityHeatwave01    Začíná tu být horko? Ujistěte se, že vaši vězni a rostliny mají dostatek vody.
d11_staffalert_title_CalamityHeatwave01      Vlna veder
d11_staffalert_details_CalamityHeatwave01    Během vlny veder může nastat několik problémů. Kov se může extrémně rozpálit, proto buďte opatrní na všechny kovové předměty a dveře. Dbejte také na to, aby vězni a zaměstnanci byli hydratovaní, protože by mohli být pomalí.
d11_staffalert_hint_CalamityHeatwave01       Požár se silným větrem by se mohl ukázat jako katastrofa, nezapomeňte mu předejít a připravte se na něj.

buildtoolbar_AutomatedEmergencyService       Automatizovaná služba

weather_instrument_title                     Předpověď podle:

dlc_name_polly                               Dokonalá bouře
buildtoolbar_stayIndoorsCalamity             Kalamita

codex_tooltip_startingSeason                 Zvolte si počáteční období. Počasí se bude přirozeně vyvíjet v jednotlivých ročních obdobích.

object_AirPestControlHeli                    Ochrana proti vzdušným škůdcům

# ====================================
# ====================================
# ----------------------------------- KIMBER BATCH 1 -----------------
# ====================================
# ====================================

dlc_name_kimber					Gangs	
# ====================================
# OBJECTS
# ======================================

object_Beagle                               Juliette
buildtoolbar_popup_obj_Beagle               Spíše lovec svačin než lovec zločinců.

object_Doberman                             Fen
buildtoolbar_popup_obj_Doberman             Dobrman je dokonalý policejní pes.

object_ChocolateLabrador                    Blue
buildtoolbar_popup_obj_ChocolateLabrador    Miluje navazování nových přátelství, ještě zábavnější je, když ten přítel utíká.

object_BlackShepherd                        Luna
buildtoolbar_popup_obj_BlackShepherd        Možná vypadají roztomile, ale pokosí každého, kdo se jim připlete do cesty.

object_TattooRemovalMachine                 Stroj na odstraňování tetování
buildtoolbar_popup_obj_TattooRemovalMachine Tento předmět je nezbytný k nápravě člena gangu. Odstranění jejich tetování je prvním krokem k jejich nápravě.

object_MetalStool                           Kovová stolička
buildtoolbar_popup_obj_MetalStool           Pěkná malá kovová stolička.

equipment_TattooRemovalTool                 Nástroj na odstranění tetování

room_TheCage                                Klec
buildtoolbar_popup_room_TheCage             Pro vězně, kteří jsou na samotce. Tato venkovní jednotka slouží ke cvičení a zároveň zachovává vyloučení vězně z ostatních vězňů.

quickbuild_TheCage                          Klec
buildtoolbar_quickbuild_TheCage             Venkovní jednotka, kterou může používat jeden vězeň ke cvičení, přičemž je zachována jeho izolace od ostatních vězňů.

material_CageFence                          Klecový plot
buildtoolbar_popup_mat_CageFence            Řetězový plot určený k zadržení vězňů při cvičení.

room_TattooRemovalRoom                      Místnost pro odstraňování tetování
buildtoolbar_popup_room_TattooRemovalRoom   Místnost, kde mohou vaši vězni projít bolestivým a zdlouhavým procesem odstraňování gangsterských tetování.

quickbuild_TattooRemovalRoom                Místnost pro odstraňování tetování
buildtoolbar_quickbuild_TattooRemovalRoom   Kde mohou vaši vězni projít bolestivým a zdlouhavým procesem odstraňování gangsterských tetování.

object_PullUpBars                           Hrazda
buildtoolbar_popup_obj_PullUpBars           Levné cvičební nářadí oblíbené u otrlejších vězňů.

object_KneeRaise                            Zvedání kolenních kloubů
buildtoolbar_popup_obj_KneeRaise            Levné cvičební nářadí oblíbené u otrlejších vězňů.

object_PushUpStones                         Klikové kameny
buildtoolbar_popup_obj_PushUpStones         Levné cvičební nářadí oblíbené u otrlejších vězňů.

object_GangGraffiti                         Gangové graffiti
d11_hover_info_gang_graffiti_1              +15% Síla v území pro členy gangu.
d11_hover_info_gang_graffiti_2              +15% Houževnatost v území pro členy gangu

object_FightRing                            Bojový kruh
buildtoolbar_popup_obj_FightRing            Pokud vaši vězni bojují v ringu, nebudou bojovat v křídle.\n -Uspokojuje potřeby cvičení a rekreace.

quickbuild_FightClubRoom                    Místnost pro klub rváčů
buildtoolbar_quickbuild_FightClubRoom       O této místnosti se nikdy nemluví.

room_FightClubRoom                          Místnost pro klub rváčů
buildtoolbar_popup_room_FightClubRoom       O této místnosti se nikdy nemluví.

object_CageGate                           Brána klece
buildtoolbar_popup_obj_CageGate           Brána, která skvěle funguje s ploty. Funguje stejně jako brána.

buildtoolbar_popup_obj_RemoteDoor         Tato brána je určena pro přístup pomocí funkčního serva. Ujistěte se, že máte dostatek strážců pro kontrolu vstupu a výstupu u těchto typů dveří, nebo nainstalujte přítlačné podložky.

object_RemoteDoorOrange                   Dálkové dveře (oranžové)
buildtoolbar_popup_obj_RemoteDoorOrange   Tyto dveře jsou určeny pro přístup pomocí funkčního serva. Ujistěte se, že máte dostatek strážců pro kontrolu vstupu a výstupu u těchto typů dveří, nebo nainstalujte přítlačné podložky.
object_RemoteDoorRed                      Dálkové dveře (červené)
buildtoolbar_popup_obj_RemoteDoorRed      Tyto dveře jsou určeny k přístupu pomocí funkčního serva. Ujistěte se, že máte dostatek strážců pro kontrolu vstupu a výstupu u těchto typů dveří, nebo nainstalujte přítlačné podložky.
object_RemoteDoorYellow                   Dálkové dveře (žluté)
buildtoolbar_popup_obj_RemoteDoorYellow   Tyto dveře jsou určeny pro přístup pomocí funkčního serva. Ujistěte se, že máte dostatek strážců pro kontrolu vstupu a výstupu u těchto typů dveří, nebo nainstalujte přítlačné podložky.
object_RemoteDoorWhite                    Dálkové dveře (bílé)
buildtoolbar_popup_obj_RemoteDoorWhite    Tyto dveře jsou určeny pro přístup pomocí funkčního serva. Ujistěte se, že máte dostatek strážců pro kontrolu vstupu a výstupu u těchto typů dveří, nebo nainstalujte přítlačné podložky.
quickbuild_Gymnasium                      Tělocvična

object_GymInstructor                      Instruktor tělocviku

object_FilingCabinetFancy                 Skříň na dokumenty (Přepychová)
buildtoolbar_popup_obj_FilingCabinetFancy Odměňte své zaměstnance tím, že jim dáte přepychovou kartotéku.

# ====================================
# Materials
# ======================================

material_LongGrass							Dlouhá tráva

# ==============================================================
# Menu strings
# ==============================================================

codex_tooltip_gangsEnhanced                Nyní můžete změnit počet vězňů, kteří se připojí k vašim gangům. Když budete mít ve vězení více členů gangu, bude nábor do gangu rychlejší a vaše vězení bude chaotičtější a nebezpečnější.\n\n- Původní - Zažijte obtížnost gangu jako dříve (Novic) \n- 'Nízké' (Výchozí) - Ideální pro nováčky nebo středně pokročilé hráče \n- Střední - Zkušení hráči \n- Vysoké - Zkušení hráči, kteří hledají pořádnou výzvu.
codex_tooltip_morelieutenants              Poručíci hrají velkou roli při dobývání nových území pro svůj gang. Pokud chcete, aby gangy byly aktivnější, zvažte snížení počtu členů potřebných na jednoho poručíka. Počty menší než 6 volte pouze v případě, že chcete, aby to byla výzva.
codex_option_morelieutenants               Více poručíků
codex_tooltip_codex_option_morelieutenants Poručíci hrají velkou roli při dobývání nových území pro svůj gang. Pokud chcete, aby gangy byly aktivnější, zvažte snížení počtu členů potřebných na jednoho poručíka. Počty menší než 6 volte pouze v případě, že chcete, aby to byla výzva.

codex_option_GangSpecialReputations        Zvláštní pověst gangu
codex_tooltip_GangSpecialReputations       Gangy získávají nové reputace, které upravují způsob, jakým se členové chovají ve vašem vězení.

codex_option_AllDogs                       Všichni psi
codex_tooltip_AllDogs                      Výběrem této možnosti povolíte všechny dostupné psy a náhodně vyberete každého nájemce.
codex_tooltip_RandomWardens                Výběr této možnosti vám náhodně vybere dozorce.

# Boiling Point
interfacecontraband_BoilingPoint           Bod varu
buildtoolbar_contraband_BoilingPoint       Zobrazuje oblasti zlepšení pro nespokojené vězně.

Boilingpoint_header                        BOD VARU
boilingpoint_OverallTemperature            Celková teplota
boilingpoint_Needs                         Potřeby
boilingpoint_ProgramCompletion             Ukončené programy
boilingpoint_StatusEffects                 Účinky stavu
boilingpoint_RoomQuality                   Kvalita místnosti

boilingpoint_OverallTemperature_popup    Existuje několik věcí, které nemůžeme ovlivnit, pokud jde o to, aby naši vězni byli šťastní a klidní, jako je jejich osobnost nebo počet jejich odsouzení. Čím je každý vězeň naštvanější, tím vyšší bude teplota vězení a tím větší je pravděpodobnost, že se bude chovat špatně.
boilingpoint_Needs_popup                 V současné době máte *X vězňů, kteří nemohou uspokojit své potřeby.\n\nProsím, zajistěte jim přístup k místnostem nebo předmětům, aby mohli uspokojit své potřeby.
boilingpoint_ProgramCompletion_popup     Aktuálně máte *X vězňů, kteří nedokončili žádný program.\n\nČím více programů vězeň absolvoval, tím je pravděpodobnější, že bude klidný. Přidejte jim nějaké programy, aby se jich mohli účastnit, a ujistěte se, že jim to režim umožňuje. Některé programy lze opakovat.
boilingpoint_StatusEffects_popup         V současné době máš *X vězňů, kteří trpí negativními účinky.\n\nZvaž, zda máš přísnější dohled na kontraband, zejména na alkohol nebo drogy.\n\nKdyž mají vězni pozitivní účinky, je méně pravděpodobné, že se budou chovat špatně.
boilingpoint_RoomQuality_popup           V současné době máš *X vězňů, kteří mají špatné pokoje.\n\nZvyš kvalitu jejich pokojů, aby byli spokojenější a klidnější. Někteří vězni nebudou mít nárok na vysoce kvalitní pokoje. Ke snížení požadavků můžete použít Úpravy věznice.

buildtoolbar_popup_help_BoilingPoint_1   Zobrazení bodu varu zobrazuje aktuální teplotu věznice. Tato nabídka upozorňuje na problematické oblasti v naší věznici, jako je kvalita cel, potřeby, stavové efekty a úroveň účasti v programech.\n\n
buildtoolbar_popup_help_BoilingPoint_2   ~Pokud stále nemůžete ovládat konkrétního vězně, zvažte jeho umístění do samotky nebo Uzamčení v cele, aby se zchladil.\n\n
buildtoolbar_popup_help_BoilingPoint_3   ^Tipy
buildtoolbar_popup_help_BoilingPoint_4   - Zajistěte, aby všichni vězni měli přístup ke svým základním potřebám.
buildtoolbar_popup_help_BoilingPoint_5   - Investujte do nápravných, terapeutických, léčebných a pracovních programů a zajistěte, aby jim režim umožnil se jich účastnit.
buildtoolbar_popup_help_BoilingPoint_6   - Vězni s nízkou ostrahou budou mít vyšší toleranci, protože mají kratší tresty.

boilingpoint_advisor_onboarding          Tento vězeň vyvádí, zdá se, že dosáhl bodu varu. Možná pro naše vězně neděláme dost, zajistěte uspokojení jejich potřeb, zlepšete jejich životní podmínky a dejte jim něco na práci. Další informace naleznete v nabídce Zpravodajství bodu varu.

# ==============================================================
# Security Menu strings
# ==============================================================

interfacecontraband_SecurityMenu        Bezpečnostní menu
buildtoolbar_contraband_SecurityMenu    Zobrazení seznamu všech vězňů, kteří jsou považováni za nebezpečné nebo ohrožené, a použití bezpečnostních opatření na všechny, kteří vyžadují další správu.

securitymenu_header                     Bezpečnostní menu

securitymenu_popup_prisonerSelect       Levým tlačítkem myši vyberete vězně.
securitymenu_popup_dangerousReputations Nebezpečná pověst:
securitymenu_popup_dangerousTraits      Nebezpečné vlastnosti:
securitymenu_popup_crimesCommitted      Zločiny:
securitymenu_popup_recentMisconduct     Nedávné přestupky:

securitymenu_PrisonerType               Typ vězně:
securitymenu_PrisonerTypeDefault        Výchozí
securitymenu_PrisonerTypeDangerous      Nebezpečný
securitymenu_PrisonerTypeVulnerable     Zranitelný

securitymenu_MarkingTypeUnmarked        Neoznačený
securitymenu_SelectArea                 Vybrat oblast
securitymenu_SelectAreaCancel           Zrušit výběr oblasti

securitymenu_RestrictAccess             Omezit přístup:
securitymenu_TransferPrisoners          Přemístění vězně(ů):
securitymenu_transferSecurityLevel      Úroveň zabezpečení
securitymenu_GuardAssignment            Přidělení stráže:
securitymenu_MarkPrisoner               Označit vězně:
securitymenu_RemovePrisoner             Odstranit vězně:
securitymenu_RemovePrisonerButton       Odstranit vězně
securitymenu_RemovedPrisoner            Odstraněný vězeň

securitymenu_RemovePrisoner_message     Odstranit vězně\n\nJedná se o poslední možnost, jak se vypořádat s nejhoršími pachateli, za drahý poplatek budete moci tohoto vězně poslat do samostatného zařízení. Tuto akci lze provést pouze jednou za 5 dní.

securitymenu_RestrictAccess_tooltip     Zablokovat vstup do určitých oblastí, což vybranému vězni (vězňům) neumožní přístup, aniž by se je strážci pokusili zkrotit. Členům gangu nelze omezit přístup do jejich vlastních oblastí / území.
securitymenu_TransferPrisoner_tooltip   Přesunout vybrané vězně do určitého bezpečnostního systému, abyste je mohli lépe spravovat.
securitymenu_MarkPrisoner_tooltip       Připojit k vybraným vězňům vizuální značku, která vám umožní lépe sledovat jedince, kteří jsou nebezpečnější nebo jsou naopak sami v nebezpečí.

rapsheet_assignguard                    Přidělení stráže
rapsheet_assignguard_end                Zrušit přiřazení stráže

job_PrisonerAssignment                  Přiřazení vězně
assignment_confirm_message              Přejete si přidělit strážce?
assignment_description_message          Pokud chcete na tohoto vězně dohlížet, můžete mu přiřadit stráž. Ujistěte se, že máte k dispozici dostatek strážných.
assignment_error_message                Tomuto vězni nelze v současné době přidělit stráž. Zkuste to prosím později.\n\nBuď právě dorazil, nebo je spoutaný, nebo je v uzamčení.

buildtoolbar_popup_help_securitymenu_1  Bezpečnostní menu obsahuje seznam všech členů věznice, kteří jsou považováni za nebezpečné nebo zranitelné členy vězeňské populace. Prostřednictvím této nabídky lze na vězně aplikovat určité akce, které jim poskytnou další podporu a umožní lepší správu těchto vězňů.\n\n
buildtoolbar_popup_help_securitymenu_2  ~Ve výchozím nastavení jsou nebezpeční i zranitelní vězni uvedeni společně, ale volba "typ vězně" umožňuje použít akci na konkrétní skupiny.\n\n
buildtoolbar_popup_help_securitymenu_3  ~Některé akce lze použít na skupinu, zatímco jiné pouze na vybrané jednotlivce, zvýrazněte vězně a klikněte na něj levým tlačítkem myši.\n\n
buildtoolbar_popup_help_securitymenu_4  ^Tipy
buildtoolbar_popup_help_securitymenu_5  - Možnost přiřazení strážce pomůže zajistit bezpečnost vězňů před ostatními a zároveň dohlížet na ostatní, aby se předešlo jakýmkoli přestupkům. Strážci nebudou zůstávat po boku vězňů během jejich soukromého času, jako je spánek a sprchování.
buildtoolbar_popup_help_securitymenu_6  - Pokud vězeň způsobuje ve věznici příliš mnoho problémů a je příliš obtížné se s ním vypořádat, možnost Odstranit vězně ho pošle pryč. Tato akce má časové omezení a nelze ji provádět každý den a má také peněžní náklady.

# ==============================================================
# Kimber todo list help objectives
# ==============================================================
objectiveWindow_FilterButton_4_title                   O gangu
objectiveWindow_FilterButton_4_tooltip                 Vše, co potřebujete vědět o gangách

objective_HelpGangBehaviourAndType                     Chování gangů
objective_HelpGangBehaviourAndType_Description         Byly zavedeny nové gangy, z nichž každý se chová trochu jinak než ostatní.
objective_HelpGangBehaviourAndType_child_1             Zmije
objective_HelpGangBehaviourAndType_child_1_Description Zmije jsou zákeřná banda, která se zaměřuje na zamořování svých věznic narkotiky, jež ovládá, a zároveň je sama individuálně smrtelně nebezpečná.
objective_HelpGangBehaviourAndType_child_2             Lamači kostí
objective_HelpGangBehaviourAndType_child_2_Description Lamače kostí lze považovat za svalnaté grázly, kteří se zaměřují spíše na násilí a ničení než na cokoli jiného.
objective_HelpGangBehaviourAndType_child_3             Šakalové
objective_HelpGangBehaviourAndType_child_3_Description Šakalové jsou z těchto gangů nejvynalézavější, zaměřují se na kontrolu území a prodej kontrabandu, aby zvýšili svou finanční moc.

objective_HelpGangActivities                           Aktivity gangu
objective_HelpGangActivities_Description               Aktivity gangu budou zahrnovat provozování a správu vlastních území, velké hry proti klíčovým členům věznice, vznášení požadavků na hráče a podobné akce.
objective_HelpGangActivities_child_1                   Specializované činnosti
objective_HelpGangActivities_child_1_Description       Každý gang se bude podílet na specializovaných činnostech v závislosti na své odlišné osobnosti, Zmije se zaměří na výrobu a prodej narkotik, Lamači kostí na boj a ničení a Šakalové se zaměří spíše na území a získávání peněz.
objective_HelpGangActivities_child_2                   Aktivity na území
objective_HelpGangActivities_child_2_Description       S novými územími přichází i nové chování. Gangy nyní budou "hlídat" všechna území, která ovládají, a dohlížet na to, aby se ostatní vězni chovali slušně a platili za používání jakýchkoli předmětů uvnitř, a to i v pracovní době. Členové gangu budou také získávat velké množství kontrabandu na základě místnosti, kterou ovládají, přičemž se objeví "překupníci", kteří budou tyto předměty prodávat ostatním vězňům.
objective_HelpGangActivities_child_3                   Požadavky gangu
objective_HelpGangActivities_child_3_Description       Jakmile gang získá ve věznici dostatečnou moc a důvěru, začne vznášet určité požadavky, které se budou pohybovat od získání nového vybavení až po více času na dvoře nebo volno, přičemž hráč má na vyřešení těchto požadavků určitý čas. Pokud hráč tyto požadavky nesplní, okamžitě začnou následky, přičemž gang obvykle způsobí nějakou formu destrukce nebo násilí. 

objective_HelpCrookedGuards                     Nepoctivé stráže
objective_HelpCrookedGuards_Description         Ačkoli bychom si rádi mysleli, že naši stateční zaměstnanci jsou čistí a nezlomní, bohužel tomu tak vždy není.
objective_HelpCrookedGuards_child_1             Podplácení stráží
objective_HelpCrookedGuards_child_1_Description Standardní stráže lze podplatit, aby se 48 hodin dívaly jinam než na určité prohřešky, nechávaly vězňům kontraband, i když ho najdou, a usnadňovaly gangům obsazování území. Naštěstí lze pomocí informátorů na podezřelé stráže upozornit, což hráči dává možnost všechny podplacené stráže vyhodit.
objective_HelpCrookedGuards_child_2             Zkorumpování stráží
objective_HelpCrookedGuards_child_2_Description Některé stráže mohou být zkorumpovány přílišnou interakcí se členy gangu, přičemž jsou podplaceny za pašování kontrabandu pro gangy. Informátoři pro vás mohou podezřelé stráže označit, zatímco detektory kontrabandu a strážní psi budou schopni tento kontraband najít i v době, kdy ho budou mít u sebe.

objective_HelpGangIntelligence                  Zpravodajství gangů
objective_HelpGangIntelligence_Description      Vzhledem k tomu, že ve věznici je tolik možností k páchání přestupků, je zpravodajství vždy klíčem k zajištění bezpečnosti ve vašem zařízení. Nabídka Zpravodajství gangů poskytne informace o každém gangu ve vaší věznici, uvede počet členů, které má, jejich finanční prostředky a také základní počty přestupků, kterých se dopustili během pobytu ve věznici. Zobrazuje také veškeré pohyby nebo aktivity, kterých se některý z gangů účastní, a pomáhá tak zobrazit míru nebezpečnosti jednotlivých gangů.

objective_HelpSecurityOptions                   Možnosti zabezpečení
objective_HelpSecurityOptions_Description       V rámci nové nabídky se zobrazí seznam "důležitých vězňů", v němž jsou uvedeni všichni vězni, kteří jsou považováni za nebezpečné pro ostatní nebo jsou sami nebezpeční pro ostatní. Pomocí této nabídky lze označit vězně, kterým by měla být věnována zvýšená pozornost, aby je bylo možné snadněji sledovat během běžného hraní, provádět další akce, jako je omezení přístupu vězňů do určitých oblastí, přesunutí skupin do určitých úrovní zabezpečení a dokonce odstranění problematických vězňů jejich odesláním do jiného zařízení, ačkoli to bude vyžadovat zaplacení vysoké pokuty.

objective_HelpPrograms                          Programy
objective_HelpPrograms_Description              Abyste pomohli zabezpečit a podpořit své vězně, mohou nyní dozorci získat nový výcvik, který jim umožní snadno odzbrojit vybavené vězně. Vězni budou mít k dispozici také nové programy, přičemž rekreační programy jim pomohou s nápravou a jinak se pokusí pomoci vězně uklidnit nebo jim umožní zbavit se určitého stresu a také rehabilitační programy, které pomohou vězně odklonit od života v gangu a umožní jim dokončit trest klidnějším a konstruktivnějším způsobem.

# =============================================================================
# Grants
# =============================================================================
objective_grant_positiveEnergyGrant                 Pozitivní energie
objective_grant_positiveEnergyGrant_Description     Členové gangu potřebují soustředit svou mysl (a energii) na cvičení, nikoli na násilí. Výzkum prokázal, že cvičení snižuje počet takových činů. Postavte na dvoře nějaké venkovní cvičební zařízení.
objective_grant_positiveEnergyGrant_yard            Vybudování dvora
objective_grant_positiveEnergyGrant_bench           Přidejte posilovací lavičku

objective_grant_advancedProtectionGrant             Pokročilá ochrana
objective_grant_advancedProtectionGrant_Description Ochrana zaměstnanců je při jednání s organizovanými gangy nejdůležitější. Musíme zajistit, aby naši zaměstnanci byli v zájmu své bezpečnosti vyškoleni na nejvyšší úrovni.
objective_grant_advancedProtectionGrant_training    Úspěšně vyškolte 20 strážných v certifikaci odzbrojování.

objective_grant_gangWelfareGrant                    Péče o gangy
objective_grant_gangWelfareGrant_Description        Přeměnit válku gangů na jejich sociální péči je nejvyšší prioritou. Členové gangů mají velkou šanci na nápravu, když se zapojí do programů, které je mohou přimět k odchodu z tohoto života.
objective_grant_gangWelfareGrant_exGangMembers      Úspěšně reformujte 15 členů gangu na bývalé členy gangu.

objective_grant_exGangProtectionGrant               Program ochrany bývalých členů gangu
objective_grant_exGangProtectionGrant_Description   Vláda nabízí finanční prostředky na vybudování ochranného křídla pro ochranu bývalých členů gangu na cestě k nápravě.
objective_grant_protectionCells                     Vybudování 10 cel v sektoru, který je pouze chráněný.
objective_grant_protectionShower                    Postavit sprchu v sektoru, který je pouze chráněný
objective_grant_protectionCanteen                   Postavte jídelnu v sektoru, který je pouze chráněný.
objective_grant_protectionKitchen                   Postavte kuchyň v sektoru, který je pouze chráněný.
objective_grant_protectionYard                      Postavte dvorek v sektoru, který je pouze chráněný.
objective_grant_protectionGuards                    Přidělení stráže do sektoru, který je pouze chráněný.
objective_grant_protectionExGang                    Přidělit 1 bývalému členovi gangu úroveň zabezpečení Ochranná vazba

grant_category_adminHired                           Přijatý administrátor:

# =============================================================================
# Reform Programs
# =============================================================================

reformprogram_TattooRemovalProgram                    Program odstranění tetování
reformprogram_TattooRemovalProgram_text               Pokud vaši vězni litují toho, že si nechali udělat skupinové tetování, můžete jim usnadnit rehabilitaci tím, že jim poskytnete sezení na odstranění tetování. Absolvování tohoto programu z nich udělá cíl.

reformprogram_HandToHandCombat                        Certifikace odzbrojení
reformprogram_HandToHandCombat_text                   Když jde do tuhého, přitvrdíme. Vyškolte své strážce v pokročilých technikách odzbrojování vězňů.

reformprogram_GangRehabilitation                      Rehabilitace gangů
reformprogram_GangRehabilitation_text                 Pokud člen gangu působí ve věznici příliš mnoho problémů, pokuste se ho přimět k absolvování tohoto programu. Je to první krok k přerušení vazeb s jejich gangem a k tomu, aby se obrátili k novému životu. Absolvování tohoto programu z nich udělá cíl. Typ doporučení: Násilí a destrukce.
reform_program_intake_ReferralGangViolenceDestruction Doporučení: Pouze gangy Násilí a Destrukce.
reform_program_intake_GangOnly                        Pouze gangy

reformprogram_FaithProgram                            Program víry
reformprogram_FaithProgram_text                       Vězni, kteří se účastní tohoto intenzivního programu, budou ochotnější rozloučit se se svým špatným životním stylem a přijmout lepší život. Pokud tento program absolvují, možná budou chtít zúžit své vazby na gang.

reformprogram_BreatheProgram                          Dýchací terapie
reformprogram_BreatheProgram_text                     Naučte své vězně dýchat a relaxovat. Po každé lekci se vaši vězni budou cítit mnohem klidněji, možná dokonce zváží, zda se budou chovat lépe.


reformprogram_FightClub                               Klub Rváčů
reformprogram_FightClub_text                          Cílem těchto tréninků je nasměrovat destruktivní energii vašich vězňů do boje v kontrolovaném prostředí. Po skončení mohou být příliš unavení na to, aby bojovali. Počkat... jaké že bylo to první pravidlo?

reform_program_properties_TeacherUsesSameEquipment    Učitel vyžaduje *X
reform_program_properties_GangMemberCanAttend         Členové gangu se mohou zúčastnit akce.
reform_program_properties_RequiresAllStudentsPresent  Vyžaduje přítomnost všech žáků

object_KayuMalamTree                                  Strom Kayu Malam 
buildtoolbar_popup_obj_KayuMalamTree                  Mohutný strom s krásnou tmavou barvou. Není vhodný pro stavbu postele
object_EbonyLog                                       Ebenová kláda
object_EbonyWood                                      Ebenové dřevo
object_TreeVines                                      Strom (Vinice)
buildtoolbar_popup_obj_TreeVines                      Tento typ stromu je nezbytný pro správné tropické vězení.
# ============================================================== 
# Gang Demands 
# ==============================================================
gang_vipers				Zmije
gang_bonebreakers		Lamači kostí
gang_jackals			Šakalové
gang_red				Červená
gang_blue				Modrá
gang_green				Zelená
gang_yellow				Bývalí členové gangu

# ==============================================================
# Gang Demands 
# ==============================================================
objective_GangDemand                                     Požadavky gangů
objective_GangDemand_description                         Povzbuzení vůdci gangů vznesou řadu požadavků na zlepšení kvality života ve vězení. Nevyhovění těmto požadavkům může vyústit ve vzpouru, ujistěte se, že pokud k ní dojde, je vaše věznice připravena.
GangDemand_announcement                                  Členové gangů způsobí spoustu problémů, pokud jejich požadavkům nevyhovíme.

# - G refers to gang name, X is a numerical value. Separate strings due to plurals etc
# - Escalated appears as own string but will be filtered out by tool.

objective_Gang_ContrabandToolsPunishment_child           *G - Sníží trest za nalezení nástrojů na *X hodin.
objective_Gang_ContrabandToolsPunishment_Escalated_child *G - Sníží trest za nalezení nástrojů na žádný.

objective_Gang_MurderPunishment_child                    *G - Sníží trest za vraždu na *X hodin.
objective_Gang_MurderPunishment_Escalated_child          *G - Sníží trest za Vraždu na *X hodin.

objective_Gang_MoreYardTime_child                        *G - Zvyšuje dobu režimu na dvoře na *X hodin.
objective_Gang_MoreYardTime_Escalated_child              *G - Prodlouží režimovou dobu na dvoře na *X hodin.

objective_Gang_PullUpBars_child                          *G - Mít *X Hrazd.
objective_Gang_PullUpBars_Escalated_child                *G - Mít *X Hrazd.

objective_Gang_TyreApparatus_child                       *G - Mít *X pneumatik.
objective_Gang_TyreApparatus_Escalated_child             *G - Mít *X pneumatik.

objective_Gang_PunchBag_child                            *G - Mít *X boxovacích pytlů.
objective_Gang_PunchBag_Escalated_child                  *G - Mít *X boxovacích pytlů.

objective_Gang_PushUpStones_child                        *G - Mějte *X klikových kamenů.
objective_Gang_PushUpStones_Escalated_child              *G - Mít *X klikových kamenů.

# - X in this case will refer to a room name
objective_Gang_RequireYard_child                         *G - Mít *X.
objective_Gang_RequireYard_Escalated_child               *G - Mít *X.

objective_Gang_RequireLibrary_child                      *G - Mít *X.
objective_Gang_RequireLibrary_Escalated_child            *G - Mít *X.

objective_Gang_RequireMailRoom_child                     *G - Mít *X.
objective_Gang_RequireMailRoom_Escalated_child           *G - Mít *X.

d11_gangdemand_success                                   Za vyřízení této situace jsme obdrželi nějaké peníze.
d11_gangdemand_fail                                      Zajistěte, aby se tato situace neopakovala.
d11_gangCompensation                                     Kompenzace pro gangy

# ==============================================================
# Gang Menu 
# ==============================================================
d11_gang_goal              Cíl gangu:
d11_gang_bonebreakers_goal Destrukce
d11_gang_jackals_goal      Kontrola vězení

d11_gang_traits            Vlastnosti gangu:
d11_gang_officer           Příslušníci gangu:
d11_gang_territories       Území:
d11_gang_misconduct        Chybné chování:
d11_gang_kills             Zabití gangu:

# ==============================================================
# Gang Menu : HeatMap
# ==============================================================
d11_heatmap_gang   Zapojený gang:
d11_heatmap_deaths Úmrtí:
d11_heatmap_day    Den, kdy došlo k úmrtí:
d11_heatmap_time   Nastal čas:

d11_gang_event_pr .gf Boj gangů
d11_gang_event_g  .tc Změna území
# ==============================================================
# Gang Segregation
# ==============================================================

gangSegregationMessage                  Vyberte, které gangy mají obvykle povolen vstup do určitých oblastí.
interfacedeployment_GangSegregation     Segregace gangů
